"","Date","Mkt.RF","SMB","HML","RF","Mom","Food","Beer","Smoke","Games","Books","Hshld","Clths","Hlth","Chems","Txtls","Cnstr","Steel","FabPr","ElcEq","Autos","Carry","Mines","Coal","Oil","Util","Telcm","Servs","BusEq","Paper","Trans","Whlsl","Rtail","Meals","Fin","Other"
"Date",1,-0.0154219701011362,-0.0162857039963442,0.0117714348053365,0.561754097489324,0.0198242757809484,0.0321412131126531,-0.0107854035553263,0.0538279246628883,0.00904758593432747,0.0184403896287286,0.0233533512633578,0.01201947964685,0.0106413323832802,-0.0209218521390589,0.00723871640007436,0.0260642947659778,-0.0152564686685254,-0.00716981503458668,0.00549037108133166,-0.0295840645358875,0.0140860449319469,-0.000714756387427169,0.0529607622444483,0.0223312752420763,0.0112712161652309,0.00697636305573096,-0.00273824130168219,-0.00778217019166648,-0.00805095463255829,0.0174698147629218,0.0420117401853835,0.0214275052490884,0.0170878561803577,0.0148489461078554,-0.000398368062161034
"Mkt.RF",-0.0154219701011362,1,0.326863349565109,0.216144691068377,-0.0687229407698678,-0.338343277478529,0.835924222946592,0.707673357377563,0.584268028782634,0.830211284364742,0.830092455185472,0.816234215277831,0.780630356210538,0.804021938075155,0.883889336338007,0.823438381939885,0.913608055138847,0.867908928860578,0.92504629117076,0.904102785188249,0.843296500621474,0.832369617329997,0.70615951819932,0.490542406658932,0.772596599245675,0.761767231506828,0.755234512977897,0.495606428199305,0.842643839403014,0.869098515232606,0.858688427689112,0.796012435936996,0.858747214633431,0.753859456671103,0.915883788648216,0.842007727854199
"SMB",-0.0162857039963442,0.326863349565109,1,0.0941130256703257,-0.0596403668670103,-0.164023171631618,0.201697904570862,0.351039316255635,0.103153552441671,0.412089411173735,0.408144550219641,0.261883426225336,0.460133866130941,0.208896031194358,0.20801220590131,0.495355898226147,0.401464343523185,0.363120431465334,0.406787782594536,0.257441906060668,0.285970869340741,0.36262057874966,0.343889080302476,0.267311451286006,0.137730413443817,0.175148878928656,0.160554355438618,0.285079519194572,0.329808979281968,0.275652608346776,0.348099124554701,0.459826392474962,0.302931101101956,0.368636549700243,0.282585618072045,0.423908353992163
"HML",0.0117714348053365,0.216144691068377,0.0941130256703257,1,0.0121146727195214,-0.400634816026086,0.21513164821266,0.214981922431184,0.171808846969415,0.250386910086269,0.250607946251863,0.107373306412039,0.246719130464442,0.0643934166584022,0.192392215049118,0.347475525017188,0.247212497696888,0.343722906078812,0.260263738870321,0.202407345323353,0.302825994579143,0.337407390491441,0.245740788970216,0.172240865252681,0.302339941344697,0.35472913464822,0.0990792470821097,-0.0849349645793367,-0.0662783201070013,0.197335763987311,0.430456311986268,0.2091541655157,0.114997486294296,0.16355650180503,0.324565727047872,0.165099454068699
"RF",0.561754097489324,-0.0687229407698678,-0.0596403668670103,0.0121146727195214,1,0.0391299557007673,0.0322217362080071,-0.0112765593641149,0.0630361131154028,-0.0249631415080017,0.00917245557783665,-0.0242089379006919,-0.0201860561308071,0.00778333508030253,-0.0338563780165419,-0.0357384903691581,-0.0312640163903347,-0.0487514523307552,-0.0566819778907522,-0.0146875947715035,-0.0598635643235306,-0.0336495909489779,-0.0522097596660469,-0.0295893217196321,-0.0239555420149992,0.026695796929574,0.0343554263883507,-0.0114507285500219,-0.0515958973285077,-0.024349325178509,-0.0178548101334925,-0.0128789764414089,-0.0091245976663464,-0.0229616914881093,-0.0116480781402118,-0.0356736786856624
"Mom",0.0198242757809484,-0.338343277478529,-0.164023171631618,-0.400634816026086,0.0391299557007673,1,-0.280289357631006,-0.200076560374652,-0.219165062282111,-0.356992161038247,-0.306398925848136,-0.199683387657047,-0.360482494864576,-0.225778082672666,-0.301203132364451,-0.371136626023355,-0.323221209910766,-0.39445945392653,-0.372351868240147,-0.324622932110446,-0.389308052514137,-0.343813839041614,-0.271213623765877,-0.137087501939611,-0.249882606532393,-0.331665226855281,-0.29387445145466,-0.0924662620493766,-0.228393841236577,-0.30017387408528,-0.4231532547842,-0.26037921100186,-0.309388329305491,-0.250812674776151,-0.420420611581355,-0.290321461147448
"Food",0.0321412131126531,0.835924222946592,0.201697904570862,0.21513164821266,0.0322217362080071,-0.280289357631006,1,0.705153594511707,0.670554562431106,0.719048511162851,0.756655805682046,0.788073931619005,0.714749976948924,0.784460184958314,0.749086565073053,0.719604978649731,0.796303932819724,0.655519505252606,0.738212761867629,0.760991122173132,0.681845608431968,0.70765227663089,0.554158944181509,0.376554152831157,0.620409355229255,0.714010935240266,0.651822884998129,0.402551353112597,0.629849693722152,0.759878535691424,0.718959366490772,0.702854361367376,0.812513596252025,0.71643584338851,0.82209511915518,0.729380753367273
"Beer",-0.0107854035553263,0.707673357377563,0.351039316255635,0.214981922431184,-0.0112765593641149,-0.200076560374652,0.705153594511707,1,0.448606091034771,0.677277814392775,0.622057959379771,0.660952687617466,0.612181325695575,0.644274398420348,0.639946897371119,0.683985893640953,0.71893835338919,0.568911374969034,0.653429832501497,0.634189484008123,0.591363228403702,0.63089756336755,0.505533316821574,0.35783091094745,0.521131894064938,0.580964921009411,0.510662697571324,0.346564924098734,0.54277039853101,0.63356402186184,0.620306437450677,0.688611544779955,0.656185992381556,0.62451096894707,0.690495821035436,0.637160782447858
"Smoke",0.0538279246628883,0.584268028782634,0.103153552441671,0.171808846969415,0.0630361131154028,-0.219165062282111,0.670554562431106,0.448606091034771,1,0.506303673395358,0.502044733813888,0.543474549054621,0.493648243506306,0.57247714669315,0.517167276436288,0.477008279461822,0.563279507476444,0.469353830503402,0.507953735616794,0.521454447056264,0.489257749000875,0.492218476478209,0.407541238159604,0.278828529043726,0.437180271986135,0.514695139476167,0.451984149876109,0.287746686686396,0.441467160367546,0.544969879050663,0.494311953563668,0.502162249857754,0.540320691608983,0.488694124469869,0.566983257515801,0.539241230687578
"Games",0.00904758593432747,0.830211284364742,0.412089411173735,0.250386910086269,-0.0249631415080017,-0.356992161038247,0.719048511162851,0.677277814392775,0.506303673395358,1,0.738285969265035,0.691324152010648,0.723337776427012,0.69206289046726,0.71683402757874,0.764034537605968,0.800011219491437,0.72574219252604,0.783019964877086,0.76837168851677,0.719430848481557,0.722498374579348,0.609641062906219,0.392431691231199,0.581908131386927,0.635477994246939,0.618315164830247,0.412908671515917,0.717103496641386,0.707823574621494,0.752310043132941,0.75352395123905,0.759140429200803,0.728224126145906,0.805524540207253,0.774478029358148
"Books",0.0184403896287286,0.830092455185472,0.408144550219641,0.250607946251863,0.00917245557783665,-0.306398925848136,0.756655805682046,0.622057959379771,0.502044733813888,0.738285969265035,1,0.725539082464446,0.731029831151091,0.677021490900852,0.714475355757264,0.773225767911515,0.808510685353528,0.720150158938823,0.791080184535971,0.75558695302315,0.739471767836106,0.733203961434968,0.577836916723305,0.396142319549331,0.592946775622183,0.64995901251133,0.608323432469528,0.476255771706453,0.656845948062369,0.750610881017678,0.774771676922872,0.735664126925618,0.781260177732724,0.708684242732334,0.784830181319319,0.741933070536893
"Hshld",0.0233533512633578,0.816234215277831,0.261883426225336,0.107373306412039,-0.0242089379006919,-0.199683387657047,0.788073931619005,0.660952687617466,0.543474549054621,0.691324152010648,0.725539082464446,1,0.669092196628534,0.73765199950935,0.750684259906161,0.705123164771263,0.775382411638085,0.655363507202614,0.745354292845388,0.75059312841579,0.713888281112569,0.69321279910629,0.534533120356748,0.328231738550006,0.566830280269404,0.626514319242591,0.5941365411178,0.401276899531376,0.683104205771709,0.771459136788632,0.669383892789754,0.697361317829092,0.761106756822369,0.672886910729921,0.750961233827507,0.735285697946545
"Clths",0.01201947964685,0.780630356210538,0.460133866130941,0.246719130464442,-0.0201860561308071,-0.360482494864576,0.714749976948924,0.612181325695575,0.493648243506306,0.723337776427012,0.731029831151091,0.669092196628534,1,0.631214975289595,0.701719695804181,0.788752133541629,0.789430767426518,0.686169875378125,0.750839988618619,0.694422435278167,0.705802808871599,0.72168732421463,0.555271974410093,0.41387745793472,0.56149693467389,0.571725674142221,0.549072604139601,0.408213603021389,0.63303483237731,0.723953990567884,0.74276101698827,0.709682697628145,0.789656394841979,0.695051245943133,0.749520514750608,0.728643755364497
"Hlth",0.0106413323832802,0.804021938075155,0.208896031194358,0.0643934166584022,0.00778333508030253,-0.225778082672666,0.784460184958314,0.644274398420348,0.57247714669315,0.69206289046726,0.677021490900852,0.73765199950935,0.631214975289595,1,0.709196013672529,0.635332206832893,0.717814393212671,0.612020042207412,0.696520129193718,0.731364753671031,0.626261614175983,0.649629474579742,0.518686426430296,0.35948934708775,0.573067912892484,0.627146499917792,0.604774688209777,0.400630046985934,0.683919537614396,0.726007530299813,0.657308493687272,0.666021969688792,0.722086800791502,0.646285437559344,0.759323086175144,0.691306113722067
"Chems",-0.0209218521390589,0.883889336338007,0.20801220590131,0.192392215049118,-0.0338563780165419,-0.301203132364451,0.749086565073053,0.639946897371119,0.517167276436288,0.71683402757874,0.714475355757264,0.750684259906161,0.701719695804181,0.709196013672529,1,0.755823858400779,0.839644123369075,0.802567432032842,0.853023729119761,0.827427848298429,0.796427636754058,0.749275089051608,0.666795497995445,0.433306292454544,0.691973567956343,0.661735767270433,0.648008111431417,0.38155558818591,0.71974679758063,0.862694758455387,0.771015743652838,0.69414760033462,0.757504135789954,0.659476232644585,0.802979679375213,0.763549453242918
"Txtls",0.00723871640007436,0.823438381939885,0.495355898226147,0.347475525017188,-0.0357384903691581,-0.371136626023355,0.719604978649731,0.683985893640953,0.477008279461822,0.764034537605968,0.773225767911515,0.705123164771263,0.788752133541629,0.635332206832893,0.755823858400779,1,0.836396071895602,0.757716806585367,0.81597100351535,0.744839445714094,0.782539842031495,0.7492147686348,0.61966087244581,0.419154705554155,0.60244740000913,0.639328717704542,0.574885492670905,0.372114115293045,0.643579167689607,0.749422489712794,0.788051861599132,0.760037415456529,0.776493281962311,0.693652721581081,0.77965065061573,0.76893007135802
"Cnstr",0.0260642947659778,0.913608055138847,0.401464343523185,0.247212497696888,-0.0312640163903347,-0.323221209910766,0.796303932819724,0.71893835338919,0.563279507476444,0.800011219491437,0.808510685353528,0.775382411638085,0.789430767426518,0.717814393212671,0.839644123369075,0.836396071895602,1,0.808753785656719,0.883596397357732,0.846992779373278,0.802523731084841,0.807858176490141,0.682563756869968,0.478239681621862,0.691898486510312,0.70158740149833,0.645637959369235,0.458251276615864,0.748322314858349,0.823589255760118,0.823760826642118,0.803262396386279,0.816363271577785,0.752662693912769,0.862874011060264,0.822179761317942
"Steel",-0.0152564686685254,0.867908928860578,0.363120431465334,0.343722906078812,-0.0487514523307552,-0.39445945392653,0.655519505252606,0.568911374969034,0.469353830503402,0.72574219252604,0.720150158938823,0.655363507202614,0.686169875378125,0.612020042207412,0.802567432032842,0.757716806585367,0.808753785656719,1,0.882972795269053,0.801733025279554,0.783777497221178,0.777597121923486,0.73347342291701,0.471581443578264,0.678833240758359,0.590950429162258,0.590350744737159,0.375461064309716,0.732536073305146,0.78640850802255,0.803265143141818,0.68426741039824,0.691347711861286,0.604045573291609,0.763347678487903,0.732528118093629
"FabPr",-0.00716981503458668,0.92504629117076,0.406787782594536,0.260263738870321,-0.0566819778907522,-0.372351868240147,0.738212761867629,0.653429832501497,0.507953735616794,0.783019964877086,0.791080184535971,0.745354292845388,0.750839988618619,0.696520129193718,0.853023729119761,0.81597100351535,0.883596397357732,0.882972795269053,1,0.858779589608126,0.817440026894625,0.831878070345785,0.706050956010524,0.510376817580927,0.714700537902554,0.660267267605703,0.639247036165023,0.452501651120191,0.793746766931392,0.83730814485969,0.845140900972317,0.754247447651691,0.774146960070513,0.704319408470701,0.832697412451721,0.790978773122492
"ElcEq",0.00549037108133166,0.904102785188249,0.257441906060668,0.202407345323353,-0.0146875947715035,-0.324622932110446,0.760991122173132,0.634189484008123,0.521454447056264,0.76837168851677,0.75558695302315,0.75059312841579,0.694422435278167,0.731364753671031,0.827427848298429,0.744839445714094,0.846992779373278,0.801733025279554,0.858779589608126,1,0.78809099135433,0.78650215647394,0.634580288349965,0.408507464163004,0.641788565594816,0.698840115869305,0.653605853172575,0.40602523017355,0.772260905096691,0.801950981966253,0.791712969215929,0.7069716271546,0.785761646212068,0.690288065191366,0.842514005375675,0.765531615332656
"Autos",-0.0295840645358875,0.843296500621474,0.285970869340741,0.302825994579143,-0.0598635643235306,-0.389308052514137,0.681845608431968,0.591363228403702,0.489257749000875,0.719430848481557,0.739471767836106,0.713888281112569,0.705802808871599,0.626261614175983,0.796427636754058,0.782539842031495,0.802523731084841,0.783777497221178,0.817440026894625,0.78809099135433,1,0.7315801098737,0.592510940219503,0.346874682505583,0.605155225003314,0.625394433080211,0.604252795675076,0.356509713473978,0.683795324925649,0.772376906242144,0.74009187239464,0.685232590128872,0.76702880034632,0.631878929378907,0.775695393282866,0.730734828878807
"Carry",0.0140860449319469,0.832369617329997,0.36262057874966,0.337407390491441,-0.0336495909489779,-0.343813839041614,0.70765227663089,0.63089756336755,0.492218476478209,0.722498374579348,0.733203961434968,0.69321279910629,0.72168732421463,0.649629474579742,0.749275089051608,0.7492147686348,0.807858176490141,0.777597121923486,0.831878070345785,0.78650215647394,0.7315801098737,1,0.618086373005909,0.471456679563974,0.652310368335105,0.629532962506222,0.560628899473516,0.390299620481348,0.659110504695873,0.743040971812346,0.82288985036849,0.701897281972998,0.704706902597959,0.680269119659373,0.78157867536916,0.742913024007553
"Mines",-0.000714756387427169,0.70615951819932,0.343889080302476,0.245740788970216,-0.0522097596660469,-0.271213623765877,0.554158944181509,0.505533316821574,0.407541238159604,0.609641062906219,0.577836916723305,0.534533120356748,0.555271974410093,0.518686426430296,0.666795497995445,0.61966087244581,0.682563756869968,0.73347342291701,0.706050956010524,0.634580288349965,0.592510940219503,0.618086373005909,1,0.436043311899478,0.638543190977785,0.51935790443925,0.46451602438698,0.323159512605692,0.553899796134919,0.638019446233693,0.639287192882798,0.59027111253396,0.555260890685588,0.538355276146987,0.637621079100125,0.6285503182603
"Coal",0.0529607622444483,0.490542406658932,0.267311451286006,0.172240865252681,-0.0295893217196321,-0.137087501939611,0.376554152831157,0.35783091094745,0.278828529043726,0.392431691231199,0.396142319549331,0.328231738550006,0.41387745793472,0.35948934708775,0.433306292454544,0.419154705554155,0.478239681621862,0.471581443578264,0.510376817580927,0.408507464163004,0.346874682505583,0.471456679563974,0.436043311899478,1,0.47870029207837,0.3640798439524,0.304505737360874,0.286931248001076,0.380801457067745,0.442294756746823,0.5053122857596,0.411611304305569,0.350182061789841,0.389149306542548,0.425235583067808,0.398776251884064
"Oil",0.0223312752420763,0.772596599245675,0.137730413443817,0.302339941344697,-0.0239555420149992,-0.249882606532393,0.620409355229255,0.521131894064938,0.437180271986135,0.581908131386927,0.592946775622183,0.566830280269404,0.56149693467389,0.573067912892484,0.691973567956343,0.60244740000913,0.691898486510312,0.678833240758359,0.714700537902554,0.641788565594816,0.605155225003314,0.652310368335105,0.638543190977785,0.47870029207837,1,0.617638364806288,0.498005289115384,0.346673036165244,0.555335788803583,0.657322470376887,0.634862905995505,0.576064819163783,0.562673584111255,0.523167710848039,0.686573373677878,0.624309104303295
"Util",0.0112712161652309,0.761767231506828,0.175148878928656,0.35472913464822,0.026695796929574,-0.331665226855281,0.714010935240266,0.580964921009411,0.514695139476167,0.635477994246939,0.64995901251133,0.626514319242591,0.571725674142221,0.627146499917792,0.661735767270433,0.639328717704542,0.70158740149833,0.590950429162258,0.660267267605703,0.698840115869305,0.625394433080211,0.629532962506222,0.51935790443925,0.3640798439524,0.617638364806288,1,0.63631053395421,0.324690375676971,0.525855717210074,0.642963192803998,0.65726216067145,0.627845978414233,0.63631103078195,0.583742280969148,0.800022689486548,0.633886150934721
"Telcm",0.00697636305573096,0.755234512977897,0.160554355438618,0.0990792470821097,0.0343554263883507,-0.29387445145466,0.651822884998129,0.510662697571324,0.451984149876109,0.618315164830247,0.608323432469528,0.5941365411178,0.549072604139601,0.604774688209777,0.648008111431417,0.574885492670905,0.645637959369235,0.590350744737159,0.639247036165023,0.653605853172575,0.604252795675076,0.560628899473516,0.46451602438698,0.304505737360874,0.498005289115384,0.63631053395421,1,0.428707215918946,0.639159052750031,0.61536659936044,0.61830659952308,0.579506758100578,0.665112051193075,0.559619420476346,0.707240563075711,0.607663207905304
"Servs",-0.00273824130168219,0.495606428199305,0.285079519194572,-0.0849349645793367,-0.0114507285500219,-0.0924662620493766,0.402551353112597,0.346564924098734,0.287746686686396,0.412908671515917,0.476255771706453,0.401276899531376,0.408213603021389,0.400630046985934,0.38155558818591,0.372114115293045,0.458251276615864,0.375461064309716,0.452501651120191,0.40602523017355,0.356509713473978,0.390299620481348,0.323159512605692,0.286931248001076,0.346673036165244,0.324690375676971,0.428707215918946,1,0.521573095361107,0.43096418156712,0.399678677035816,0.418714654204965,0.445830384334449,0.444123558948717,0.422749924727293,0.431509197750123
"BusEq",-0.00778217019166648,0.842643839403014,0.329808979281968,-0.0662783201070013,-0.0515958973285077,-0.228393841236577,0.629849693722152,0.54277039853101,0.441467160367546,0.717103496641386,0.656845948062369,0.683104205771709,0.63303483237731,0.683919537614396,0.71974679758063,0.643579167689607,0.748322314858349,0.732536073305146,0.793746766931392,0.772260905096691,0.683795324925649,0.659110504695873,0.553899796134919,0.380801457067745,0.555335788803583,0.525855717210074,0.639159052750031,0.521573095361107,1,0.725828942499647,0.658990031906345,0.644334971873663,0.720985560068209,0.621550142886155,0.710527933246353,0.705330403097703
"Paper",-0.00805095463255829,0.869098515232606,0.275652608346776,0.197335763987311,-0.024349325178509,-0.30017387408528,0.759878535691424,0.63356402186184,0.544969879050663,0.707823574621494,0.750610881017678,0.771459136788632,0.723953990567884,0.726007530299813,0.862694758455387,0.749422489712794,0.823589255760118,0.78640850802255,0.83730814485969,0.801950981966253,0.772376906242144,0.743040971812346,0.638019446233693,0.442294756746823,0.657322470376887,0.642963192803998,0.61536659936044,0.43096418156712,0.725828942499647,1,0.767124798160952,0.70549410606981,0.759698359623265,0.675149345483548,0.800323397685323,0.76394114582606
"Trans",0.0174698147629218,0.858688427689112,0.348099124554701,0.430456311986268,-0.0178548101334925,-0.4231532547842,0.718959366490772,0.620306437450677,0.494311953563668,0.752310043132941,0.774771676922872,0.669383892789754,0.74276101698827,0.657308493687272,0.771015743652838,0.788051861599132,0.823760826642118,0.803265143141818,0.845140900972317,0.791712969215929,0.74009187239464,0.82288985036849,0.639287192882798,0.5053122857596,0.634862905995505,0.65726216067145,0.61830659952308,0.399678677035816,0.658990031906345,0.767124798160952,1,0.722833268483913,0.734002938195454,0.702590930052889,0.821383597892424,0.744451033236651
"Whlsl",0.0420117401853835,0.796012435936996,0.459826392474962,0.2091541655157,-0.0128789764414089,-0.26037921100186,0.702854361367376,0.688611544779955,0.502162249857754,0.75352395123905,0.735664126925618,0.697361317829092,0.709682697628145,0.666021969688792,0.69414760033462,0.760037415456529,0.803262396386279,0.68426741039824,0.754247447651691,0.7069716271546,0.685232590128872,0.701897281972998,0.59027111253396,0.411611304305569,0.576064819163783,0.627845978414233,0.579506758100578,0.418714654204965,0.644334971873663,0.70549410606981,0.722833268483913,1,0.739322250046873,0.680898671732718,0.759089048549024,0.736704285926678
"Rtail",0.0214275052490884,0.858747214633431,0.302931101101956,0.114997486294296,-0.0091245976663464,-0.309388329305491,0.812513596252025,0.656185992381556,0.540320691608983,0.759140429200803,0.781260177732724,0.761106756822369,0.789656394841979,0.722086800791502,0.757504135789954,0.776493281962311,0.816363271577785,0.691347711861286,0.774146960070513,0.785761646212068,0.76702880034632,0.704706902597959,0.555260890685588,0.350182061789841,0.562673584111255,0.63631103078195,0.665112051193075,0.445830384334449,0.720985560068209,0.759698359623265,0.734002938195454,0.739322250046873,1,0.751473727260056,0.813318574005439,0.748957171055662
"Meals",0.0170878561803577,0.753859456671103,0.368636549700243,0.16355650180503,-0.0229616914881093,-0.250812674776151,0.71643584338851,0.62451096894707,0.488694124469869,0.728224126145906,0.708684242732334,0.672886910729921,0.695051245943133,0.646285437559344,0.659476232644585,0.693652721581081,0.752662693912769,0.604045573291609,0.704319408470701,0.690288065191366,0.631878929378907,0.680269119659373,0.538355276146987,0.389149306542548,0.523167710848039,0.583742280969148,0.559619420476346,0.444123558948717,0.621550142886155,0.675149345483548,0.702590930052889,0.680898671732718,0.751473727260056,1,0.725506800931514,0.679971432716892
"Fin",0.0148489461078554,0.915883788648216,0.282585618072045,0.324565727047872,-0.0116480781402118,-0.420420611581355,0.82209511915518,0.690495821035436,0.566983257515801,0.805524540207253,0.784830181319319,0.750961233827507,0.749520514750608,0.759323086175144,0.802979679375213,0.77965065061573,0.862874011060264,0.763347678487903,0.832697412451721,0.842514005375675,0.775695393282866,0.78157867536916,0.637621079100125,0.425235583067808,0.686573373677878,0.800022689486548,0.707240563075711,0.422749924727293,0.710527933246353,0.800323397685323,0.821383597892424,0.759089048549024,0.813318574005439,0.725506800931514,1,0.797802353119928
"Other",-0.000398368062161034,0.842007727854199,0.423908353992163,0.165099454068699,-0.0356736786856624,-0.290321461147448,0.729380753367273,0.637160782447858,0.539241230687578,0.774478029358148,0.741933070536893,0.735285697946545,0.728643755364497,0.691306113722067,0.763549453242918,0.76893007135802,0.822179761317942,0.732528118093629,0.790978773122492,0.765531615332656,0.730734828878807,0.742913024007553,0.6285503182603,0.398776251884064,0.624309104303295,0.633886150934721,0.607663207905304,0.431509197750123,0.705330403097703,0.76394114582606,0.744451033236651,0.736704285926678,0.748957171055662,0.679971432716892,0.797802353119928,1
